sujeto ,time ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
24,"1,375","16,474274","11,007524","1,772631","1,433177","0,854547","1,941437","2,252712","1,103687","1,133735","0,845716","9,504105","54,209286","2,616805","1,715749","0,726342","9,854413","5,249311","3,581168","1,288576","1,292786","21,845907","9,959769","1,517781","1,40393","1,00171"
24,"1,5","18,797983","9,349722","1,810002","1,272233","0,966513","1,78861","2,351367","1,243924","1,148683","0,790146","10,610053","56,753826","3,496449","1,560184","0,726752","9,981748","5,872698","4,105855","1,431657","1,26602","24,227421","8,103836","1,336081","1,163964","1,006893"
24,"1,625","19,33761","7,514412","1,753107","1,142543","1,067372","1,654069","2,444899","1,338539","1,174039","0,74489","11,279523","57,480835","4,221879","1,443246","0,751807","9,22376","6,418146","4,304942","1,51877","1,241747","24,538191","6,214947","1,056412","0,970871","1,037335"
24,"1,75","17,851948","6,078801","1,598417","1,062604","1,145614","1,550809","2,493267","1,335511","1,182711","0,729421","11,385423","56,898354","4,545254","1,374444","0,800697","7,800035","6,706425","4,123368","1,530275","1,212502","22,435106","4,792594","0,7583","0,856674","1,094191"
24,"1,875","14,745491","5,304368","1,371128","1,021957","1,189748","1,475296","2,459613","1,223379","1,157388","0,745622","11,024773","55,707283","4,392669","1,331393","0,864382","6,096902","6,643526","3,619204","1,493999","1,173065","18,347729","4,040473","0,527925","0,822923","1,160543"
24,2,"10,967208","5,115889","1,117015","1,010383","1,191632","1,410021","2,339118","1,032181","1,08888","0,782103","10,360643","54,139378","3,853456","1,301463","0,930131","4,611142","6,305214","2,950612","1,467935","1,127509","13,336407","3,892766","0,419088","0,864368","1,208127"
24,"2,125","7,540074","5,302438","0,887918","1,02812","1,15257","1,339651","2,172108","0,813257","0,983957","0,830305","9,409526","51,796371","3,141057","1,289828","0,986092","3,55912","5,88257","2,333856","1,50657","1,092748","8,65622","4,222138","0,433012","0,983789","1,21862"
24,"2,25","5,232203","5,652097","0,727254","1,082565","1,085214","1,256304","2,074452","0,651071","0,865219","0,890106","8,436998","48,079697","2,499215","1,32672","1,022563","2,937882","5,541665","1,942958","1,624965","1,088327","5,289262","4,945216","0,509596","1,179964","1,199508"
24,"2,375","4,164381","6,08563","0,668577","1,173136","1,012519","1,150676","2,203284","0,626726","0,761611","0,967178","7,455818","42,599339","2,154","1,436014","1,03893","2,54341","5,341544","1,806773","1,791738","1,121139","3,543983","6,151672","0,581565","1,432871","1,178897"
24,"2,5","4,021434","6,610079","0,754711","1,28116","0,962979","1,052197","2,66952","0,762775","0,690448","1,064622","6,533552","35,677418","2,200173","1,603143","1,041268","2,216476","5,216324","1,854955","1,945501","1,17553","3,138415","7,903315","0,658914","1,696285","1,185156"
24,"2,625","4,290819","7,148181","1,025075","1,379492","0,955662","1,018675","3,438838","1,004515","0,652519","1,174394","5,710056","28,532629","2,656153","1,790692","1,030752","1,94227","5,090364","1,985756","2,031706","1,224893","3,432808","9,942998","0,808181","1,918357","1,225373"
24,"2,75","4,620163","7,518317","1,480522","1,446273","0,990386","1,117953","4,330011","1,251624","0,643894","1,275959","4,825088","22,830946","3,397089","1,954695","1,002692","1,749394","4,94318","2,103345","2,029444","1,24526","3,935297","11,740153","1,11702","2,060747","1,282283"
24,"2,875","4,982671","7,493417","2,044839","1,47345","1,05065","1,363042","5,061099","1,414049","0,660706","1,345714","3,929975","20,159044","4,094398","2,070897","0,952131","1,691451","4,820452","2,124797","1,947297","1,230659","4,475989","12,635992","1,616437","2,117944","1,326391"
24,3,"5,589388","6,977904","2,615854","1,473036","1,112954","1,732281","5,387475","1,443302","0,697772","1,366589","3,12165","21,565138","4,500096","2,146523","0,886376","1,816784","4,796304","2,058412","1,826797","1,19548","5,069261","12,201288","2,244091","2,123798","1,331542"
24,"3,125","6,508353","6,049477","3,059515","1,475446","1,160305","2,14053","5,210073","1,341279","0,754458","1,334219","2,442847","27,296638","4,518348","2,237843","0,826391","2,109064","4,893981","1,910822","1,738423","1,167919","5,743447","10,463119","2,834376","2,133571","1,287044"
24,"3,25","7,518875","4,93076","3,266331","1,5073","1,191927","2,454041","4,599238","1,15363","0,82907","1,259302","1,972","37,067154","4,268751","2,420194","0,799454","2,461073","5,062015","1,721092","1,756759","1,171266","6,358871","7,906949","3,193192","2,193143","1,206671"
24,"3,375","8,433403","3,907297","3,210273","1,570505","1,219622","2,625499","3,746206","0,941637","0,90895","1,165132","1,721678","49,784187","3,908059","2,728386","0,826061","2,725898","5,196184","1,546875","1,916222","1,210281","6,816452","5,284374","3,197178","2,304123","1,121371"
24,"3,5","8,782964","3,238957","2,940966","1,651908","1,253678","2,684527","2,864863","0,764673","0,970555","1,078412","1,660552","63,332935","3,555951","3,113049","0,902901","2,825735","5,161808","1,441969","2,17697","1,269063","6,889694","3,325452","2,836669","2,431124","1,062422"
24,"3,625","8,555115","3,002986","2,562202","1,733099","1,287409","2,673688","2,110001","0,671654","1,005463","1,015937","1,679164","74,805077","3,258651","3,457726","0,998383","2,735191","4,857898","1,430933","2,439914","1,320564","6,505236","2,432487","2,218521","2,510615","1,037999"
24,"3,75","7,916278","3,119627","2,222756","1,807132","1,301644","2,640881","1,539826","0,714215","1,051502","0,97757","1,678362","81,36599","2,975486","3,655108","1,066843","2,511431","4,255912","1,496903","2,631027","1,34228","5,804132","2,593059","1,596247","2,504191","1,034299"
24,"3,875","6,930125","3,426392","2,074648","1,868315","1,28084","2,644652","1,137595","0,915894","1,167083","0,958332","1,595456","81,277611","2,648729","3,662958","1,077084","2,191055","3,434581","1,590863","2,739397","1,326422","4,832222","3,481032","1,262724","2,408302","1,037116"
24,4,"6,231807","3,771338","2,188472","1,907464","1,231367","2,776269","0,891151","1,238935","1,385671","0,952926","1,447026","74,409821","2,293035","3,50935","1,032689","1,920657","2,557249","1,641788","2,804777","1,282413","4,150892","4,657568","1,379838","2,251321","1,047182"
24,"4,125","5,550523","4,049972","2,512498","1,908547","1,18291","3,034524","0,827525","1,602285","1,685407","0,955855","1,305956","62,244179","2,000043","3,269955","0,969478","1,773928","1,866117","1,612413","2,86877","1,22798","3,708577","5,737406","1,905382","2,066563","1,068707"
24,"4,25","5,190688","4,18489","2,892803","1,870559","1,173034","3,379264","0,949371","1,901094","1,993778","0,968373","1,264252","47,361076","1,853743","3,015077","0,929351","1,816573","1,589951","1,508407","2,949165","1,178544","3,706383","6,418196","2,635232","1,897601","1,101971"
24,"4,375","4,737316","4,130974","3,150478","1,804713","1,225199","3,696625","1,197283","2,04954","2,223081","0,998601","1,363773","32,578274","1,885222","2,77574","0,931378","2,018106","1,80976","1,369974","3,016334","1,14049","3,865505","6,547007","3,298284","1,786054","1,140711"
24,"4,5","4,208591","3,907138","3,167986","1,729221","1,332755","3,871771","1,466734","2,00967","2,310445","1,053272","1,54546","20,162455","1,987726","2,535962","0,962229","2,310748","2,416198","1,23643","2,998345","1,108803","4,035125","6,165193","3,679964","1,750559","1,171195"
24,"4,625","3,601493","3,61151","2,921041","1,652565","1,464413","3,852723","1,660082","1,818487","2,248439","1,129729","1,710231","11,295984","1,99287","2,257587","0,992948","2,584079","3,126992","1,128959","2,836742","1,074166","4,106643","5,503235","3,685144","1,783126","1,180337"
24,"4,75","3,068767","3,315919","2,479245","1,568104","1,580092","3,666881","1,750501","1,564904","2,08113","1,210397","1,801029","6,063849","1,895159","1,926973","1,000111","2,765525","3,669363","1,068718","2,532504","1,032417","4,150864","4,805214","3,343094","1,85769","1,165391"
24,"4,875","2,705451","3,044028","1,975257","1,467022","1,651606","3,381205","1,763571","1,334793","1,879274","1,267143","1,783864","3,619233","1,793813","1,569839","0,975855","2,857124","3,861556","1,054707","2,150278","0,984234","4,189036","4,237346","2,790517","1,94023","1,131369"
24,5,"2,478592","2,783075","1,561898","1,366941","1,676797","3,076478","1,721917","1,189083","1,703051","1,274072","1,63052","2,682567","1,768051","1,249659","0,932852","2,880102","3,612308","1,054085","1,788084","0,932934","4,2391","3,864569","2,228523","1,998399","1,088004"
24,"5,125","2,358367","2,521531","1,343402","1,306859","1,676624","2,798647","1,639066","1,144399","1,569575","1,220791","1,448081","2,266862","1,774978","1,026369","0,893944","2,896198","3,049688","1,04589","1,51223","0,881787","4,327613","3,654297","1,845979","2,009628","1,048753"
24,"5,25","2,326549","2,28051","1,323403","1,330046","1,680308","2,555864","1,541375","1,168028","1,457669","1,119929","1,333939","1,911078","1,719854","0,927441","0,886874","2,989207","2,431218","1,022333","1,329626","0,832642","4,383914","3,533847","1,736578","1,963808","1,026022"
24,"5,375","2,553148","2,093235","1,423671","1,466263","1,706971","2,361563","1,465807","1,215124","1,336992","1,008617","1,295338","1,618269","1,57608","0,943718","0,930128","3,183755","1,992585","0,983283","1,207733","0,789478","4,535914","3,426979","1,859489","1,860595","1,029872"
24,"5,5","2,97867","1,970061","1,545344","1,698068","1,7571","2,218912","1,438426","1,255627","1,20943","0,929933","1,365521","1,494869","1,367619","1,035173","1,0215","3,421967","1,826948","0,922737","1,117872","0,758264","4,682336","3,280823","2,108123","1,718975","1,065607"
24,"5,625","3,612368","1,955665","1,636262","1,960981","1,82429","2,122568","1,430585","1,264532","1,100264","0,907857","1,564081","1,52952","1,100584","1,144636","1,143304","3,590496","1,841473","0,826122","1,051537","0,743941","4,871098","3,128513","2,385158","1,571705","1,128469"
24,"5,75","4,196009","2,115459","1,736806","2,171312","1,902006","2,066485","1,428864","1,234395","1,029571","0,939783","1,870662","1,658222","0,820447","1,218668","1,27028","3,626945","1,86448","0,698082","1,007295","0,75056","5,064264","3,066521","2,619021","1,433595","1,209332"
24,"5,875","5,016326","2,517906","1,90379","2,275285","1,98984","2,033871","1,41919","1,176878","1,003515","0,997974","2,268234","1,804471","0,603564","1,23811","1,377229","3,569754","1,765471","0,566249","0,991383","0,77947","5,593367","3,22754","2,743269","1,317235","1,2947"
24,6,"6,944744","3,125182","2,149748","2,273957","2,090094","1,998865","1,413781","1,097687","1,017986","1,046705","2,741914","1,937277","0,508545","1,224225","1,450511","3,566529","1,585146","0,461642","1,019964","0,829182","7,140605","3,665095","2,707896","1,234928","1,366259"
24,"6,125","12,641225","3,813655","2,408366","2,215066","2,192985","1,976331","1,408177","1,025198","1,066203","1,06403","3,244408","2,045634","0,540351","1,21338","1,491014","3,727006","1,404147","0,401746","1,103505","0,89452","11,433769","4,28025","2,505613","1,200309","1,409022"
24,"6,25","24,442219","4,395867","2,572951","2,157004","2,267651","2,023896","1,408681","0,983066","1,127809","1,048633","3,683839","2,118062","0,640244","1,233068","1,509218","4,108872","1,296825","0,377583","1,233439","0,967532","20,335833","4,867459","2,189217","1,207045","1,414374"
24,"6,375","42,763397","4,71824","2,537796","2,156327","2,273207","2,206876","1,449147","1,000543","1,176538","1,014157","3,991345","2,184875","0,728274","1,281736","1,514411","4,663335","1,3385","0,366894","1,372861","1,040076","34,207333","5,230826","1,845101","1,230111","1,386746"
24,"6,5","64,298882","4,670838","2,28284","2,264881","2,184502","2,451579","1,550615","1,097257","1,192145","0,978998","4,129288","2,314179","0,745906","1,328166","1,507441","5,149467","1,587747","0,348708","1,470132","1,105201","50,630608","5,203242","1,561564","1,252398","1,348358"
24,"6,625","82,260674","4,294998","1,886138","2,507473","2,01031","2,636953","1,701735","1,282851","1,173675","0,959055","4,10936","2,550654","0,69693","1,336296","1,484393","5,395236","2,051627","0,34302","1,492002","1,15859","64,532219","4,77389","1,405939","1,291351","1,332529"
24,"6,75","94,104401","3,717341","1,45909","2,860609","1,795254","2,732989","1,89511","1,523721","1,127396","0,963077","4,068076","2,889755","0,614193","1,277884","1,442597","5,41038","2,67458","0,389458","1,439049","1,198615","74,860161","4,072667","1,373408","1,383543","1,364944"
24,"6,875","97,698135","3,107414","1,121947","3,262088","1,610487","2,659896","2,145836","1,788573","1,060577","0,993395","4,040408","3,273578","0,550236","1,159676","1,390606","5,245119","3,335272","0,546418","1,34899","1,230844","79,150543","3,310202","1,432385","1,548495","1,452023"
24,7,"93,727234","2,601564","0,959714","3,611541","1,525903","2,53758","2,490052","2,048089","0,979743","1,050814","4,078039","3,655813","0,561415","1,024178","1,345713","5,073213","3,882364","0,85319","1,276673","1,268733","78,162262","2,659688","1,519127","1,766691","1,576072"
,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"0,125","1,875576","1,621413","0,775187","1,120426","0,61832","4,725884","3,682601","3,887568","2,782328","3,018942","2,136115","5,953529","1,621328","0,845921","0,452402","2,508632","7,356064","2,232647","0,792146","0,725538","2,425855","1,786986","1,143274","1,636108","0,671955"
25,"0,25","2,423425","1,936434","0,723412","1,165337","0,650222","15,233288","6,388187","5,465982","3,461004","3,453321","2,665411","6,972167","1,917421","0,944688","0,443268","2,88568","8,826197","2,380569","0,834699","0,766582","3,446815","2,096658","1,218065","1,45896","0,717824"
25,"0,375","3,172668","2,427313","0,699989","1,277442","0,691221","39,168545","12,352033","8,474767","4,805669","3,940295","3,114926","7,464592","2,087805","1,060726","0,446844","3,211767","9,444318","2,317288","0,89348","0,829694","4,722463","2,617316","1,255028","1,357556","0,805394"
25,"0,5","4,020038","3,051138","0,709698","1,408929","0,73312","75,450066","21,518953","12,766394","6,696479","4,484796","3,372298","7,343915","2,064145","1,172003","0,463245","3,375741","9,031653","2,105227","0,916001","0,910311","5,966383","3,314961","1,277539","1,31935","0,906143"
25,"0,625","4,842268","3,750283","0,815296","1,528976","0,766555","116,961174","31,725094","17,347853","8,723956","5,019479","3,412266","6,708413","1,861448","1,260226","0,487427","3,286803","7,734895","1,849723","0,878223","0,993714","6,884161","4,136287","1,424696","1,311348","0,983664"
25,"0,75","5,614698","4,444661","1,094326","1,62302","0,781194","151,503906","40,042709","20,89151","10,307675","5,412856","3,27851","5,775375","1,560599","1,315816","0,511032","2,93855","5,95036","1,628026","0,795834","1,055894","7,431271","5,077952","1,885565","1,289159","1,010419"
25,"0,875","6,263256","5,08967","1,605466","1,685091","0,767774","168,947006","43,941738","22,283257","10,93095","5,518194","3,040151","4,801755","1,25706","1,331365","0,524757","2,421218","4,149481","1,467657","0,699942","1,073658","7,663909","6,255768","2,843279","1,225389","0,981756"
25,1,"6,76952","5,734107","2,3334","1,710264","0,724136","164,395828","42,397308","21,091345","10,383341","5,249435","2,774615","3,94797","1,012564","1,299915","0,524398","1,874043","2,700608","1,359052","0,61786","1,033838","7,72914","7,930018","4,347438","1,125244","0,91305"
25,"1,125","7,099214","6,441925","3,166544","1,695501","0,658874","141,044189","36,270088","17,761448","8,87283","4,63484","2,519387","3,223961","0,844093","1,218768","0,515873","1,449443","1,742904","1,261551","0,57341","0,947354","7,810116","10,245433","6,227217","1,018955","0,831396"
25,"1,25","7,203276","7,199933","3,920842","1,6375","0,589334","107,870811","27,784708","13,363882","6,914345","3,822742","2,379949","2,58043","0,731504","1,092725","0,511405","1,282036","1,232945","1,152536","0,5876","0,850831","7,853374","12,982899","8,086311","0,933853","0,76465"
